Date,Time,COGT,NO2GT,RH
28 Nov 04,3600,2,86,77.5
28 Nov 04,10800,1,70,77.6
28 Nov 04,14400,1,55,74.9
28 Nov 04,18000,1,45,69
28 Nov 04,21600,1,44,77.1
28 Nov 04,25200,1,50,73.3
28 Nov 04,28800,1,74,77.2
28 Nov 04,32400,1,81,76.6
28 Nov 04,36000,1,65,72
28 Nov 04,39600,1,76,68.2
28 Nov 04,43200,2,110,65
28 Nov 04,46800,3,124,64.8
28 Nov 04,50400,2,120,63.2
28 Nov 04,54000,2,99,61.9
28 Nov 04,57600,3,117,63.3
28 Nov 04,61200,3,132,70.9
28 Nov 04,64800,3,113,76.5
28 Nov 04,68400,4,117,76.3
28 Nov 04,72000,4,127,74.6
28 Nov 04,75600,4,132,75.1
28 Nov 04,79200,3,121,75.4
28 Nov 04,82800,3,122,75.4
29 Nov 04,0,3,113,78.4
29 Nov 04,3600,2,99,80.5
29 Nov 04,7200,2,86,81.4
29 Nov 04,10800,2,-200,81.7
29 Nov 04,14400,2,66,83
29 Nov 04,18000,1,67,83.7
29 Nov 04,21600,1,78,84.2
29 Nov 04,25200,2,90,83.7
29 Nov 04,28800,4,120,80.8
29 Nov 04,32400,6,139,75.3
29 Nov 04,36000,6,172,68.5
29 Nov 04,39600,7,232,64.9
29 Nov 04,43200,5,168,63.2
29 Nov 04,46800,2,120,49.1
29 Nov 04,50400,3,121,49.3
29 Nov 04,54000,2,117,49.9
29 Nov 04,57600,2,121,51.4
29 Nov 04,61200,2,107,51.9
29 Nov 04,64800,2,115,57.2
29 Nov 04,68400,2,94,57
29 Nov 04,72000,2,98,58.7
29 Nov 04,75600,1,87,59.2
29 Nov 04,79200,1,78,59.7
29 Nov 04,82800,1,69,61.6
30 Nov 04,0,1,67,66.6
30 Nov 04,3600,1,81,80.4
30 Nov 04,7200,1,75,84.4
30 Nov 04,10800,1,-200,82.8
30 Nov 04,14400,1,42,81.3
30 Nov 04,18000,1,38,75.5
30 Nov 04,21600,1,64,81.4
30 Nov 04,25200,1,86,80.7
30 Nov 04,28800,2,127,78.9
30 Nov 04,32400,4,122,76
30 Nov 04,36000,4,141,70.9
30 Nov 04,39600,3,139,70.9
30 Nov 04,43200,2,105,65.9
30 Nov 04,46800,2,103,59.9
30 Nov 04,50400,2,108,58.4
30 Nov 04,54000,2,109,54.3
30 Nov 04,57600,4,149,56.6
30 Nov 04,61200,4,143,62
30 Nov 04,64800,5,159,62.3
30 Nov 04,68400,6,178,64.3
30 Nov 04,72000,7,168,68
30 Nov 04,75600,4,160,73.9
30 Nov 04,79200,2,117,83
30 Nov 04,82800,2,113,79.9
01 Dec 04,0,2,113,79.4
01 Dec 04,3600,1,94,75.3
01 Dec 04,7200,1,76,80
01 Dec 04,10800,1,-200,82.4
01 Dec 04,18000,1,63,80.4
01 Dec 04,21600,1,74,79.2
01 Dec 04,25200,1,96,80.8
01 Dec 04,28800,3,121,79.8
01 Dec 04,32400,5,145,78.3
01 Dec 04,36000,5,158,76
01 Dec 04,39600,3,143,74.4
01 Dec 04,43200,4,182,63.6
01 Dec 04,46800,4,163,65.6
01 Dec 04,50400,6,178,66.5
01 Dec 04,54000,5,162,73
01 Dec 04,57600,6,171,77.1
01 Dec 04,61200,6,174,79.7
01 Dec 04,64800,8,185,78.8
01 Dec 04,68400,3,126,72.6
01 Dec 04,72000,3,113,76.1
01 Dec 04,75600,2,111,79.9
01 Dec 04,79200,2,107,84.2
01 Dec 04,82800,2,107,83.1
02 Dec 04,0,2,102,81
02 Dec 04,3600,2,96,77.8
02 Dec 04,7200,2,86,78.6
02 Dec 04,10800,1,-200,78.2
02 Dec 04,14400,1,70,77.4
02 Dec 04,18000,1,59,78
02 Dec 04,21600,1,74,75.3
02 Dec 04,25200,1,89,76.4
02 Dec 04,28800,4,131,73.8
02 Dec 04,32400,5,139,70.7
02 Dec 04,36000,4,145,66.1
02 Dec 04,39600,3,137,63.9
02 Dec 04,43200,3,128,62.7
02 Dec 04,46800,3,128,61.9
02 Dec 04,50400,3,123,58
02 Dec 04,54000,4,136,57.9
02 Dec 04,57600,4,137,62.1
02 Dec 04,61200,5,151,67.3
02 Dec 04,64800,8,171,70.7
02 Dec 04,68400,9,171,73
02 Dec 04,72000,8,161,73
02 Dec 04,75600,7,154,73.6
02 Dec 04,79200,5,127,74.3
02 Dec 04,82800,5,115,78
03 Dec 04,0,3,102,81.4
03 Dec 04,3600,3,100,82.7
03 Dec 04,7200,2,86,84.1
03 Dec 04,10800,1,-200,84.8
03 Dec 04,14400,1,80,84.1
03 Dec 04,18000,1,74,85.1
03 Dec 04,21600,1,82,85.5
03 Dec 04,25200,2,96,85.3
03 Dec 04,28800,4,124,84.5
03 Dec 04,32400,6,142,83.9
03 Dec 04,36000,5,154,81.6
03 Dec 04,39600,4,144,74.7
03 Dec 04,43200,3,144,72.1
03 Dec 04,46800,3,139,70.3
03 Dec 04,50400,3,138,66.3
03 Dec 04,54000,3,134,62.7
03 Dec 04,57600,5,150,61.6
03 Dec 04,61200,7,173,68.3
03 Dec 04,64800,5,134,71.7
03 Dec 04,68400,5,128,72.7
03 Dec 04,72000,6,132,74.4
03 Dec 04,75600,6,134,75.2
03 Dec 04,79200,3,107,75.7
03 Dec 04,82800,3,101,78.7
04 Dec 04,0,4,94,78.4
04 Dec 04,3600,3,99,77.9
04 Dec 04,7200,3,90,79.4
04 Dec 04,10800,2,-200,80.1
04 Dec 04,18000,2,71,81.1
04 Dec 04,21600,2,66,81.7
04 Dec 04,25200,1,70,77.1
04 Dec 04,28800,3,90,79
04 Dec 04,32400,2,102,83.9
04 Dec 04,36000,3,102,85.1
04 Dec 04,39600,2,94,80.1
04 Dec 04,43200,3,122,77.8
04 Dec 04,46800,3,124,86.5
04 Dec 04,50400,2,103,85.7
04 Dec 04,54000,3,115,88.7
04 Dec 04,57600,2,107,87
04 Dec 04,61200,2,120,84.4
04 Dec 04,64800,3,120,81.7
04 Dec 04,68400,2,108,80.4
04 Dec 04,72000,2,115,79.9
04 Dec 04,75600,3,124,76.8
04 Dec 04,79200,2,109,75.9
04 Dec 04,82800,2,93,78.3
05 Dec 04,0,2,103,79.2
05 Dec 04,3600,2,106,77.5
05 Dec 04,7200,1,96,71.2
05 Dec 04,10800,1,-200,69.6
05 Dec 04,14400,1,81,67.5
05 Dec 04,18000,1,70,65.6
05 Dec 04,21600,1,60,65.9
05 Dec 04,25200,1,63,65.4
05 Dec 04,28800,1,68,62.5
05 Dec 04,32400,1,68,62.4
05 Dec 04,36000,1,66,64.7
05 Dec 04,39600,1,72,67.6
05 Dec 04,43200,2,81,69.7
05 Dec 04,46800,2,89,80
05 Dec 04,50400,2,85,83.7
05 Dec 04,54000,2,86,80.8
05 Dec 04,57600,2,83,81
05 Dec 04,61200,1,77,81
05 Dec 04,64800,2,93,78.4
05 Dec 04,68400,2,103,75.5
05 Dec 04,72000,2,90,71.9
05 Dec 04,75600,2,93,70.5
05 Dec 04,79200,1,72,69.1
05 Dec 04,82800,1,73,64.3
06 Dec 04,0,1,64,62.9
06 Dec 04,3600,1,66,63.6
06 Dec 04,7200,1,71,65.3
06 Dec 04,10800,1,-200,72.2
06 Dec 04,14400,1,54,79.6
06 Dec 04,18000,1,58,81.4
06 Dec 04,21600,1,72,80.1
06 Dec 04,25200,1,89,78.8
06 Dec 04,28800,3,112,77.2
06 Dec 04,32400,5,131,74.4
06 Dec 04,36000,5,161,63.4
06 Dec 04,39600,3,135,52.9
06 Dec 04,43200,2,119,52.6
06 Dec 04,46800,4,144,49.8
06 Dec 04,50400,3,130,50.1
06 Dec 04,54000,2,109,47.5
06 Dec 04,57600,3,114,53
06 Dec 04,61200,3,115,57.1
06 Dec 04,64800,3,123,59.5
06 Dec 04,68400,4,138,60.8
06 Dec 04,72000,3,123,60.7
06 Dec 04,75600,3,112,63.1
06 Dec 04,79200,2,87,58.5
06 Dec 04,82800,2,79,64.7
07 Dec 04,0,1,74,66.1
07 Dec 04,3600,1,75,69.4
07 Dec 04,7200,1,70,67.4
07 Dec 04,10800,1,-200,73.4
07 Dec 04,18000,1,63,68.3
07 Dec 04,21600,1,67,60.6
07 Dec 04,25200,1,71,64.2
07 Dec 04,28800,3,98,68.9
07 Dec 04,32400,3,114,65.8
07 Dec 04,36000,3,130,61.1
07 Dec 04,39600,4,155,54.2
07 Dec 04,43200,4,141,53.3
07 Dec 04,46800,3,118,49.2
07 Dec 04,50400,4,134,47.1
07 Dec 04,54000,3,123,47.1
07 Dec 04,57600,3,117,51.5
07 Dec 04,61200,3,110,54.6
07 Dec 04,64800,3,115,57.9
07 Dec 04,68400,3,116,58.4
07 Dec 04,72000,2,99,58.4
07 Dec 04,75600,3,115,60.4
07 Dec 04,79200,2,104,62.3
07 Dec 04,82800,2,92,60.6
08 Dec 04,0,2,84,59.3
08 Dec 04,3600,2,81,60.3
08 Dec 04,7200,1,77,59.1
08 Dec 04,10800,2,-200,69.7
08 Dec 04,14400,2,75,72.5
08 Dec 04,18000,1,69,71.9
08 Dec 04,21600,1,67,71.8
08 Dec 04,25200,1,68,71.4
08 Dec 04,28800,1,68,66.3
08 Dec 04,32400,1,69,65.2
08 Dec 04,36000,2,81,66.2
08 Dec 04,39600,2,95,63.3
08 Dec 04,43200,2,92,58.1
08 Dec 04,46800,3,113,53.9
08 Dec 04,50400,2,98,53.3
08 Dec 04,54000,1,82,54.7
08 Dec 04,57600,1,96,58.9
08 Dec 04,61200,2,107,58
08 Dec 04,64800,3,119,54.5
08 Dec 04,68400,2,114,55.3
08 Dec 04,72000,4,127,72.1
08 Dec 04,75600,4,121,76.7
08 Dec 04,79200,2,109,79.2
08 Dec 04,82800,2,107,77.2
09 Dec 04,0,2,100,71.7
09 Dec 04,3600,1,83,65.7
09 Dec 04,7200,1,66,67.3
09 Dec 04,10800,0,-200,63.2
09 Dec 04,14400,0,30,65.5
09 Dec 04,18000,0,29,68.5
09 Dec 04,21600,0,41,62.9
09 Dec 04,25200,1,63,56.7
09 Dec 04,28800,2,114,55.3
09 Dec 04,32400,2,114,56.5
09 Dec 04,36000,1,102,55.4
09 Dec 04,39600,1,101,52.5
09 Dec 04,43200,2,103,51.7
09 Dec 04,46800,2,100,53.4
09 Dec 04,50400,2,95,51
09 Dec 04,54000,1,99,50.1
09 Dec 04,57600,2,102,46.6
09 Dec 04,61200,2,105,48.4
09 Dec 04,64800,2,118,48
09 Dec 04,68400,3,135,45.4
09 Dec 04,72000,3,124,45.4
09 Dec 04,75600,2,100,48.1
09 Dec 04,79200,1,66,48.7
09 Dec 04,82800,1,57,51.2
10 Dec 04,0,1,58,54.6
10 Dec 04,3600,1,59,45
10 Dec 04,7200,1,60,37.5
10 Dec 04,10800,0,-200,36.8
10 Dec 04,18000,0,27,37.3
10 Dec 04,21600,0,39,38.1
10 Dec 04,25200,0,63,38
10 Dec 04,28800,1,110,35.8
10 Dec 04,32400,2,128,34.5
10 Dec 04,36000,2,122,30.2
10 Dec 04,39600,2,111,26.2
10 Dec 04,43200,2,110,23.5
10 Dec 04,46800,2,114,21.3
10 Dec 04,50400,2,114,20
10 Dec 04,54000,2,111,20.8
10 Dec 04,57600,2,116,19.9
10 Dec 04,61200,3,148,20.8
10 Dec 04,64800,4,177,23.7
10 Dec 04,68400,4,164,22.9
10 Dec 04,72000,4,151,21.7
10 Dec 04,75600,3,147,21.3
10 Dec 04,79200,1,110,22.5
10 Dec 04,82800,1,99,23.4
11 Dec 04,0,2,116,24
11 Dec 04,3600,2,121,24
11 Dec 04,7200,1,103,32.4
11 Dec 04,10800,1,-200,33.8
11 Dec 04,14400,1,83,34.2
11 Dec 04,18000,1,76,37.8
11 Dec 04,21600,1,107,47.4
11 Dec 04,25200,1,106,43.1
11 Dec 04,28800,2,124,46.8
11 Dec 04,32400,2,134,34.2
11 Dec 04,36000,3,147,28.2
11 Dec 04,39600,3,146,23.3
11 Dec 04,43200,3,133,23.6
11 Dec 04,46800,2,120,19.5
11 Dec 04,50400,2,117,18.9
11 Dec 04,54000,2,109,19.7
11 Dec 04,57600,2,112,21
11 Dec 04,61200,2,131,23.4
11 Dec 04,64800,2,133,24.9
11 Dec 04,68400,2,138,24.6
11 Dec 04,72000,2,142,26.8
11 Dec 04,75600,3,138,38.7
11 Dec 04,79200,2,118,45.1
11 Dec 04,82800,2,120,52.5
12 Dec 04,0,3,132,54.3
12 Dec 04,3600,2,121,53.2
12 Dec 04,7200,3,117,57.8
12 Dec 04,10800,2,-200,58.1
12 Dec 04,14400,2,102,64.1
12 Dec 04,18000,2,95,61.6
12 Dec 04,21600,2,81,69
12 Dec 04,25200,1,95,64.6
12 Dec 04,28800,2,111,69
12 Dec 04,32400,2,118,66.3
12 Dec 04,36000,3,130,48.7
12 Dec 04,39600,2,116,39.9
12 Dec 04,43200,3,128,35.3
12 Dec 04,46800,3,156,37.4
12 Dec 04,50400,3,169,35.8
12 Dec 04,54000,3,168,30.8
12 Dec 04,57600,4,178,34.2
12 Dec 04,61200,5,178,45.8
12 Dec 04,64800,6,188,53.9
12 Dec 04,68400,5,169,51.2
12 Dec 04,72000,3,133,50.1
12 Dec 04,75600,3,125,51.2
12 Dec 04,79200,2,110,51.7
12 Dec 04,82800,2,112,55.2
13 Dec 04,0,2,112,60.2
13 Dec 04,3600,2,102,59.2
13 Dec 04,7200,2,90,64.6
13 Dec 04,10800,1,-200,62.3
13 Dec 04,18000,1,64,63.3
13 Dec 04,21600,1,81,64.4
13 Dec 04,25200,2,106,68.9
13 Dec 04,28800,3,140,65.6
13 Dec 04,32400,3,138,61.4
13 Dec 04,36000,3,165,53.7
13 Dec 04,39600,5,214,45.9
13 Dec 04,43200,4,178,44.4
13 Dec 04,46800,4,187,42.8
13 Dec 04,50400,5,203,41.4
13 Dec 04,54000,4,204,38.7
13 Dec 04,57600,4,198,38.6
13 Dec 04,61200,6,218,44.9
13 Dec 04,64800,10,269,55.9
13 Dec 04,68400,7,217,60.8
13 Dec 04,72000,4,183,60.9
13 Dec 04,75600,3,147,64.1
13 Dec 04,79200,2,120,66.2
13 Dec 04,82800,2,112,70.1
14 Dec 04,0,2,107,70.5
14 Dec 04,3600,2,103,74.2
14 Dec 04,7200,2,97,76.1
14 Dec 04,10800,1,-200,70.6
14 Dec 04,14400,1,74,75.4
14 Dec 04,18000,1,68,75.3
14 Dec 04,21600,1,92,77.2
14 Dec 04,25200,2,111,76.7
14 Dec 04,28800,3,133,73.7
14 Dec 04,32400,4,139,70.6
14 Dec 04,36000,6,192,64.2
14 Dec 04,39600,4,192,55.7
14 Dec 04,43200,4,206,54.1
14 Dec 04,46800,5,182,53
14 Dec 04,50400,4,192,50.2
14 Dec 04,54000,3,188,47.2
14 Dec 04,57600,5,186,48.4
14 Dec 04,61200,7,257,-200
14 Dec 04,64800,9,248,-200
14 Dec 04,68400,7,208,-200
14 Dec 04,72000,5,167,-200
14 Dec 04,75600,4,148,-200
14 Dec 04,79200,2,112,-200
14 Dec 04,82800,2,108,-200
15 Dec 04,0,3,115,-200
15 Dec 04,3600,2,96,-200
15 Dec 04,7200,2,87,-200
15 Dec 04,10800,1,-200,-200
15 Dec 04,14400,1,61,-200
15 Dec 04,18000,1,61,-200
15 Dec 04,21600,1,82,-200
15 Dec 04,25200,1,83,-200
15 Dec 04,28800,4,116,-200
15 Dec 04,32400,4,147,-200
15 Dec 04,36000,5,167,-200
15 Dec 04,39600,4,176,-200
15 Dec 04,43200,3,177,-200
15 Dec 04,46800,4,169,-200
15 Dec 04,50400,4,181,-200
15 Dec 04,54000,4,183,-200
15 Dec 04,57600,5,176,-200
15 Dec 04,61200,7,229,-200
15 Dec 04,64800,7,214,-200
15 Dec 04,68400,4,137,-200
15 Dec 04,72000,2,115,-200
15 Dec 04,75600,2,107,-200
15 Dec 04,79200,2,105,-200
15 Dec 04,82800,2,96,-200
16 Dec 04,0,2,100,-200
16 Dec 04,3600,2,100,-200
16 Dec 04,7200,2,92,-200
16 Dec 04,10800,2,-200,-200
16 Dec 04,18000,1,74,-200
16 Dec 04,21600,1,81,-200
16 Dec 04,25200,2,99,-200
16 Dec 04,28800,4,123,-200
16 Dec 04,32400,5,146,-200
16 Dec 04,36000,5,161,-200
16 Dec 04,39600,4,210,-200
16 Dec 04,43200,4,190,-200
16 Dec 04,46800,4,170,-200
16 Dec 04,50400,6,212,-200
16 Dec 04,54000,5,217,-200
16 Dec 04,57600,6,236,-200
16 Dec 04,61200,5,217,-200
16 Dec 04,64800,8,231,-200
16 Dec 04,68400,9,227,-200
16 Dec 04,72000,9,219,-200
16 Dec 04,75600,9,203,-200
16 Dec 04,79200,5,186,-200
16 Dec 04,82800,4,173,-200
17 Dec 04,0,4,162,-200
17 Dec 04,3600,4,161,-200
17 Dec 04,7200,4,144,-200
17 Dec 04,10800,3,-200,-200
17 Dec 04,14400,2,119,-200
17 Dec 04,18000,2,112,-200
17 Dec 04,21600,2,111,-200
17 Dec 04,25200,2,122,-200
17 Dec 04,28800,4,137,-200
17 Dec 04,32400,6,151,-200
17 Dec 04,36000,5,164,-200
17 Dec 04,39600,5,198,-200
17 Dec 04,43200,4,213,-200
17 Dec 04,46800,4,164,-200
17 Dec 04,50400,4,177,-200
17 Dec 04,54000,3,168,-200
17 Dec 04,57600,3,150,-200
17 Dec 04,61200,4,152,-200
17 Dec 04,64800,3,138,-200
17 Dec 04,68400,3,129,-200
17 Dec 04,72000,3,130,68
17 Dec 04,75600,3,137,72.8
17 Dec 04,79200,2,125,76.5
17 Dec 04,82800,1,106,74.3
18 Dec 04,0,2,121,72.1
18 Dec 04,3600,1,101,70.5
18 Dec 04,7200,1,100,73.8
18 Dec 04,10800,1,-200,74.5
18 Dec 04,14400,1,86,76.2
18 Dec 04,18000,1,90,80
18 Dec 04,21600,1,89,77.3
18 Dec 04,25200,1,96,76.2
18 Dec 04,28800,2,125,67.7
18 Dec 04,32400,3,143,71.2
18 Dec 04,36000,3,153,54
18 Dec 04,39600,2,140,28.5
18 Dec 04,43200,1,92,19.9
18 Dec 04,46800,1,78,18.2
18 Dec 04,50400,1,68,18.4
18 Dec 04,54000,1,64,16.3
18 Dec 04,57600,1,80,17.1
18 Dec 04,61200,1,81,18.8
18 Dec 04,64800,1,102,19.6
18 Dec 04,68400,2,132,21.3
18 Dec 04,72000,4,162,24.8
18 Dec 04,75600,4,179,29.7
18 Dec 04,79200,2,148,23.8
18 Dec 04,82800,2,146,27.4
19 Dec 04,0,4,164,39
19 Dec 04,3600,4,162,40.6
19 Dec 04,7200,2,118,43.7
19 Dec 04,10800,1,-200,44.7
19 Dec 04,18000,1,79,53.5
19 Dec 04,21600,1,62,49.9
19 Dec 04,25200,1,85,60.1
19 Dec 04,28800,1,110,59.3
19 Dec 04,32400,1,99,55.7
19 Dec 04,36000,2,101,48.8
19 Dec 04,39600,2,129,49.8
19 Dec 04,43200,3,132,47.6
19 Dec 04,46800,3,148,44.6
19 Dec 04,50400,3,134,73.1
19 Dec 04,54000,3,148,81.4
19 Dec 04,57600,3,146,82.2
19 Dec 04,61200,4,148,82.8
19 Dec 04,64800,6,175,83.4
19 Dec 04,68400,4,170,83.1
19 Dec 04,72000,5,173,84.1
19 Dec 04,75600,4,151,84.5
19 Dec 04,79200,3,129,84.1
19 Dec 04,82800,3,126,83.3
20 Dec 04,0,3,127,82.8
20 Dec 04,3600,3,118,78.4
20 Dec 04,7200,1,83,70.9
20 Dec 04,10800,1,-200,69.9
20 Dec 04,14400,1,60,65.9
20 Dec 04,18000,1,37,62.9
20 Dec 04,21600,1,39,58.8
20 Dec 04,25200,1,70,55.9
20 Dec 04,28800,3,108,57.7
20 Dec 04,32400,4,119,60.4
20 Dec 04,36000,3,111,57.4
20 Dec 04,39600,2,106,55.8
20 Dec 04,43200,2,105,53.9
20 Dec 04,46800,3,114,52.4
20 Dec 04,50400,2,93,49.8
20 Dec 04,54000,2,89,44.9
20 Dec 04,57600,2,102,41.9
20 Dec 04,61200,3,129,44.9
20 Dec 04,64800,4,151,45.4
20 Dec 04,68400,4,151,41
20 Dec 04,72000,4,149,37.1
20 Dec 04,75600,4,149,33.9
20 Dec 04,79200,2,114,32.4
20 Dec 04,82800,1,104,34.6
21 Dec 04,0,1,104,33.7
21 Dec 04,3600,2,127,35.8
21 Dec 04,7200,0,53,37.7
21 Dec 04,10800,0,-200,37.6
21 Dec 04,14400,0,39,38.8
21 Dec 04,18000,0,41,41.4
21 Dec 04,21600,1,97,43.9
21 Dec 04,25200,1,120,40.6
21 Dec 04,28800,3,167,40.8
21 Dec 04,32400,6,198,38.1
21 Dec 04,36000,3,157,36.5
21 Dec 04,39600,2,125,36.4
21 Dec 04,43200,2,135,36.8
21 Dec 04,46800,2,138,33.7
21 Dec 04,50400,2,132,34.3
21 Dec 04,54000,2,142,34.5
21 Dec 04,57600,2,137,35.7
21 Dec 04,61200,2,145,38.6
21 Dec 04,64800,3,166,40.1
21 Dec 04,68400,4,165,40.3
21 Dec 04,72000,4,175,41.7
21 Dec 04,75600,4,185,42.6
21 Dec 04,79200,2,166,44.7
21 Dec 04,82800,2,140,43.4
22 Dec 04,0,2,133,42.5
22 Dec 04,3600,2,144,42
22 Dec 04,7200,1,126,42.3
22 Dec 04,10800,1,-200,43.5
22 Dec 04,18000,0,70,45.9
22 Dec 04,21600,0,74,49
22 Dec 04,25200,1,124,51.8
22 Dec 04,28800,2,152,53
22 Dec 04,32400,3,174,53.1
22 Dec 04,36000,2,161,42
22 Dec 04,39600,2,120,37.6
22 Dec 04,43200,2,111,34.2
22 Dec 04,46800,2,128,32.6
22 Dec 04,50400,2,133,31.8
22 Dec 04,54000,2,121,30.3
22 Dec 04,57600,3,147,29.6
22 Dec 04,61200,3,136,32.5
22 Dec 04,64800,3,153,36.1
22 Dec 04,68400,4,178,36.5
22 Dec 04,72000,4,174,37.8
22 Dec 04,75600,3,166,40.7
22 Dec 04,79200,3,169,45.1
22 Dec 04,82800,2,132,43.9
23 Dec 04,0,2,127,44.1
23 Dec 04,3600,2,113,46.4
23 Dec 04,7200,2,128,52.5
23 Dec 04,10800,2,-200,56.3
23 Dec 04,14400,1,85,61.4
23 Dec 04,18000,1,77,50.4
23 Dec 04,21600,1,78,55.2
23 Dec 04,25200,2,115,61.4
23 Dec 04,28800,4,169,61.3
23 Dec 04,32400,4,174,58.1
23 Dec 04,36000,3,171,49.4
23 Dec 04,39600,4,179,42.5
23 Dec 04,43200,4,193,38.3
23 Dec 04,46800,4,210,36.1
23 Dec 04,50400,5,224,34.7
23 Dec 04,54000,3,175,33
23 Dec 04,57600,4,177,33.6
23 Dec 04,61200,7,208,41.3
23 Dec 04,64800,8,247,45.9
23 Dec 04,68400,9,242,50.3
23 Dec 04,72000,9,252,56.9
23 Dec 04,75600,7,228,57.9
23 Dec 04,79200,5,196,56.8
23 Dec 04,82800,4,190,54.7
24 Dec 04,0,5,187,55.6
24 Dec 04,3600,4,174,59
24 Dec 04,7200,3,158,58.4
24 Dec 04,10800,3,-200,60.8
24 Dec 04,14400,2,132,63.1
24 Dec 04,18000,2,121,64.1
24 Dec 04,21600,4,136,61.9
24 Dec 04,25200,4,138,61.1
24 Dec 04,28800,5,149,61.3
24 Dec 04,32400,6,165,60.5
24 Dec 04,36000,7,170,59.7
24 Dec 04,39600,6,165,58.6
24 Dec 04,43200,6,167,55.9
24 Dec 04,46800,7,197,52.4
24 Dec 04,50400,8,217,51.1
24 Dec 04,54000,6,204,52.4
24 Dec 04,57600,7,193,55.2
24 Dec 04,61200,7,192,57
24 Dec 04,64800,7,175,58.3
24 Dec 04,68400,6,168,-200
24 Dec 04,72000,7,170,-200
24 Dec 04,75600,6,157,-200
24 Dec 04,79200,5,143,-200
24 Dec 04,82800,5,152,-200
25 Dec 04,0,6,169,66.1
25 Dec 04,3600,6,164,65.9
25 Dec 04,7200,6,154,66.2
25 Dec 04,10800,5,-200,67.2
25 Dec 04,18000,2,119,69.8
25 Dec 04,21600,2,106,70.5
25 Dec 04,25200,2,111,70.4
25 Dec 04,28800,2,122,69.6
25 Dec 04,32400,2,121,70.8
25 Dec 04,36000,3,136,68.6
25 Dec 04,39600,3,138,67.3
25 Dec 04,43200,3,147,65
25 Dec 04,46800,6,178,62.9
25 Dec 04,50400,4,176,61.1
25 Dec 04,54000,2,159,61.8
25 Dec 04,57600,3,168,65.6
25 Dec 04,61200,4,181,67.9
25 Dec 04,64800,5,184,70.8
25 Dec 04,68400,5,170,75.9
25 Dec 04,72000,6,174,78.3
25 Dec 04,75600,5,136,82.8
25 Dec 04,79200,4,127,82.5
25 Dec 04,82800,4,125,81.7
26 Dec 04,0,3,121,79.8
26 Dec 04,3600,2,117,80
26 Dec 04,7200,1,108,80.1
26 Dec 04,10800,1,-200,74.1
26 Dec 04,14400,0,55,78.7
26 Dec 04,18000,0,46,81.5
26 Dec 04,21600,0,46,80.3
26 Dec 04,25200,0,67,80.7
26 Dec 04,28800,1,90,81.8
26 Dec 04,32400,1,117,82.9
26 Dec 04,36000,1,118,82.1
26 Dec 04,39600,1,112,72.6
26 Dec 04,43200,2,134,65.5
26 Dec 04,46800,2,127,60.9
26 Dec 04,50400,1,88,57.9
26 Dec 04,54000,1,57,63.5
26 Dec 04,57600,1,99,68.9
26 Dec 04,61200,2,129,68.9
26 Dec 04,64800,2,137,67.1
26 Dec 04,68400,4,146,75.4
26 Dec 04,72000,4,139,80
26 Dec 04,75600,2,128,82.7
26 Dec 04,79200,1,106,77.5
26 Dec 04,82800,1,114,72.3
27 Dec 04,0,2,137,79.6
27 Dec 04,3600,2,114,74.2
27 Dec 04,7200,1,92,68.9
27 Dec 04,10800,1,-200,67.4
27 Dec 04,14400,1,55,64.6
27 Dec 04,18000,0,46,61.1
27 Dec 04,21600,0,67,57.3
27 Dec 04,25200,1,95,60.1
27 Dec 04,28800,2,133,68.7
27 Dec 04,32400,2,138,63.2
27 Dec 04,36000,2,127,63.2
27 Dec 04,39600,2,119,59.9
27 Dec 04,43200,1,113,61.3
27 Dec 04,46800,2,109,57.1
27 Dec 04,50400,1,97,57.2
27 Dec 04,54000,2,117,72.6
27 Dec 04,57600,2,132,73.6
27 Dec 04,61200,2,117,68.2
27 Dec 04,64800,2,110,66.6
27 Dec 04,68400,2,119,63.6
27 Dec 04,72000,2,116,62.4
27 Dec 04,75600,2,123,64.7
27 Dec 04,79200,2,117,65.6
27 Dec 04,82800,1,100,69.8
28 Dec 04,0,1,101,68.7
01 Jan 05,3600,1.6,106.3,50.7
01 Jan 05,7200,2.5,128.6,50
01 Jan 05,10800,2.7,-200,53.9
01 Jan 05,14400,1.9,126,55.3
01 Jan 05,18000,1.4,105.7,57.1
01 Jan 05,21600,1.5,99,58.3
01 Jan 05,25200,1.4,96.7,60.7
01 Jan 05,28800,1.1,94.2,63.2
01 Jan 05,32400,1,86.1,59
01 Jan 05,36000,1.2,96.8,57.2
01 Jan 05,39600,1.7,113.4,48.6
01 Jan 05,43200,2.3,124.7,43.6
01 Jan 05,46800,2.2,147.1,41.2
01 Jan 05,50400,2.4,153.4,35.9
01 Jan 05,54000,2.2,147.4,32.3
01 Jan 05,57600,2.1,139.3,32.6
01 Jan 05,61200,3,164.8,39.7
01 Jan 05,64800,4.7,190.9,51.8
01 Jan 05,68400,3.6,172.1,54.1
01 Jan 05,72000,2.5,151.1,54.6
01 Jan 05,75600,2.3,137.4,59.6
01 Jan 05,79200,2.1,130.1,59.9
01 Jan 05,82800,1.7,115.4,59.7
02 Jan 05,0,1.8,111.8,62.9
02 Jan 05,3600,1.6,105.1,63.5
02 Jan 05,7200,1.3,95.5,63.6
02 Jan 05,10800,1.3,-200,70
02 Jan 05,14400,1.3,86.7,68.3
02 Jan 05,18000,1.1,75.1,69.2
02 Jan 05,21600,1,81.7,71.9
